train,stations
train_1,"[Rotterdam Centraal, Schiedam Centrum, Dordrecht]"
train_2,"[Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Amsterdam Sloterdijk, Amsterdam Centraal]"
train_3,"[Den Haag Centraal, Gouda, Alphen a/d Rijn, Rotterdam Alexander]"
train_4,"[Amsterdam Centraal, Amsterdam Sloterdijk, Zaandam, Amsterdam Zuid, Hoorn]"
train_5,"[Beverwijk, Castricum, Zaandam, Amsterdam Sloterdijk, Haarlem]"
train_6,"[Amsterdam Zuid, Schiphol Airport, Leiden Centraal, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Centraal]"
train_7,"[Alkmaar, Hoorn, Castricum, Zaandam, Beverwijk]"
score,1416.0
