train,stations
train_1,"[Etten-Leur, Breda, Tilburg, s-Hertogenbosch, Oss, Nijmegen, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Schiphol Airport]"
train_2,"[Vlissingen, Roosendaal, Etten-Leur, Breda, Tilburg, s-Hertogenbosch, Oss, s-Hertogenbosch, Utrecht Centraal]"
train_3,"[Weert, Roermond, Sittard, Maastricht, Sittard, Roermond, Weert, Roermond, Weert, Eindhoven, Tilburg, s-Hertogenbosch]"
train_4,"[Dieren, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Gouda, Den Haag HS, Delft, Schiedam Centrum, Rotterdam Blaak, Dordrecht, Rotterdam Blaak, Dordrecht, Roosendaal]"
train_5,"[Enschede, Hengelo, Almelo, Zwolle, Almelo, Zwolle, Amersfoort]"
train_6,"[Amsterdam Amstel, Almere Centrum, Amsterdam Centraal, Almere Centrum, Lelystad Centrum, Almere Centrum, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Amstel, Utrecht Centraal]"
train_7,"[Dordrecht, Roosendaal, Vlissingen, Roosendaal, Etten-Leur, Roosendaal]"
train_8,"[Zutphen, Deventer, Almelo, Zwolle, Deventer, Almelo, Deventer, Zutphen]"
train_9,"[Zaandam, Hoorn, Zaandam, Beverwijk, Castricum, Beverwijk, Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam, Hoorn]"
train_10,"[Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Amersfoort, Apeldoorn, Amersfoort, Apeldoorn, Deventer, Apeldoorn, Deventer, Apeldoorn]"
train_11,"[Weert, Eindhoven, Weert, Roermond, Weert, Roermond, Sittard, Roermond, Weert, Roermond, Weert, Eindhoven]"
train_12,"[Dordrecht, Rotterdam Centraal, Dordrecht, Breda, Tilburg, s-Hertogenbosch, Eindhoven, s-Hertogenbosch, Oss, Nijmegen, Oss, s-Hertogenbosch]"
train_13,"[Den Helder, Alkmaar, Castricum, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Gouda, Utrecht Centraal, Hilversum, Amsterdam Amstel]"
train_14,"[Amsterdam Centraal, Utrecht Centraal, Alphen a/d Rijn, Utrecht Centraal, Amsterdam Centraal, Utrecht Centraal, Amsterdam Centraal]"
train_15,"[Dieren, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Amersfoort, Zwolle, Amersfoort, Zwolle]"
train_16,"[Den Haag Centraal, Leiden Centraal, Den Haag HS, Leiden Centraal, Alphen a/d Rijn, Leiden Centraal, Alphen a/d Rijn, Gouda, Rotterdam Alexander, Gouda, Den Haag Laan v NOI, Leiden Centraal, Den Haag Centraal]"
train_17,"[Ede-Wageningen, Arnhem Centraal, Dieren, Zutphen, Deventer, Apeldoorn, Zutphen, Dieren, Zutphen, Apeldoorn, Amersfoort, Utrecht Centraal, Amsterdam Amstel]"
train_18,"[Dordrecht, Breda, Etten-Leur, Roosendaal, Etten-Leur, Breda, Tilburg, Eindhoven, Helmond, Eindhoven, s-Hertogenbosch, Eindhoven, Weert, Eindhoven]"
train_19,"[Almelo, Deventer, Apeldoorn, Amersfoort, Apeldoorn, Deventer, Zutphen, Deventer, Apeldoorn, Amersfoort]"
train_20,"[Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Gouda, Alphen a/d Rijn, Leiden Centraal, Den Haag Laan v NOI, Leiden Centraal, Alphen a/d Rijn, Utrecht Centraal, s-Hertogenbosch]"
score,2795.52808988764
