train,stations
train_1,"[Hoorn, Alkmaar, Castricum, Beverwijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Hilversum, Utrecht Centraal, Gouda, Rotterdam Alexander, Gouda]"
train_2,"[Almelo, Deventer, Almelo, Hengelo, Almelo, Deventer, Zutphen, Dieren, Arnhem Centraal, Nijmegen, Oss, Nijmegen]"
train_3,"[Leeuwarden, Heerenveen, Steenwijk, Heerenveen, Steenwijk, Heerenveen, Leeuwarden, Heerenveen, Leeuwarden, Groningen]"
train_4,"[s-Hertogenbosch, Eindhoven, Weert, Roermond, Weert, Eindhoven, Helmond, Eindhoven, s-Hertogenbosch, Eindhoven, Helmond, Eindhoven, s-Hertogenbosch]"
train_5,"[Alkmaar, Den Helder, Alkmaar, Den Helder, Alkmaar, Castricum, Alkmaar, Castricum]"
train_6,"[Amersfoort, Apeldoorn, Deventer, Apeldoorn, Deventer, Zwolle, Deventer, Zutphen, Apeldoorn, Zutphen, Dieren, Zutphen]"
train_7,"[Schiedam Centrum, Rotterdam Blaak, Dordrecht, Roosendaal, Dordrecht, Roosendaal, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Breda]"
train_8,"[Delft, Den Haag HS, Delft, Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag Laan v NOI, Delft, Den Haag Centraal, Delft, Den Haag Centraal, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Utrecht Centraal]"
train_9,"[Enschede, Hengelo, Almelo, Zwolle, Steenwijk, Zwolle, Amersfoort, Zwolle]"
train_10,"[Assen, Groningen, Assen, Zwolle, Almelo, Zwolle]"
train_11,"[Etten-Leur, Breda, Dordrecht, Roosendaal, Vlissingen, Roosendaal]"
train_12,"[Vlissingen, Roosendaal, Dordrecht, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Dordrecht]"
train_13,"[Tilburg, Eindhoven, Weert, Roermond, Sittard, Maastricht, Sittard, Roermond, Weert, Roermond, Weert, Roermond]"
train_14,"[Almere Centrum, Lelystad Centrum, Almere Centrum, Amsterdam Centraal, Amsterdam Amstel, Hilversum, Utrecht Centraal, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen]"
train_15,"[Heerlen, Sittard, Heerlen, Sittard, Roermond, Sittard, Heerlen, Sittard, Maastricht, Sittard, Roermond, Weert, Roermond]"
train_16,"[Schiphol Airport, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Arnhem Centraal, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Gouda]"
train_17,"[Hengelo, Enschede, Hengelo, Almelo, Zwolle, Deventer, Almelo, Hengelo, Almelo, Hengelo, Almelo]"
train_18,"[Helmond, Eindhoven, Helmond, Eindhoven, Tilburg, Eindhoven, s-Hertogenbosch, Eindhoven, Helmond, Venlo, Helmond]"
train_19,"[Sittard, Heerlen, Sittard, Maastricht, Sittard, Roermond, Weert, Eindhoven, Tilburg, s-Hertogenbosch, Oss, Nijmegen]"
train_20,"[Oss, s-Hertogenbosch, Eindhoven, Tilburg, Eindhoven, Tilburg, Eindhoven, Weert, Roermond, Weert, Roermond]"
score,1894.3707865168544
