train,stations
train_1,"[Amsterdam Centraal, Utrecht Centraal, s-Hertogenbosch, Utrecht Centraal, Schiphol Airport, Utrecht Centraal, Gouda]"
train_2,"[Apeldoorn, Deventer, Zutphen, Deventer, Zutphen, Apeldoorn, Zutphen, Dieren, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Oss, s-Hertogenbosch]"
train_3,"[Zutphen, Deventer, Apeldoorn, Amersfoort, Zwolle, Amersfoort, Utrecht Centraal, Amsterdam Amstel, Almere Centrum]"
train_4,"[Weert, Eindhoven, Helmond, Eindhoven, s-Hertogenbosch, Oss, Nijmegen, Oss, s-Hertogenbosch, Eindhoven, Helmond, Venlo]"
train_5,"[Amsterdam Centraal, Almere Centrum, Lelystad Centrum, Almere Centrum, Amsterdam Centraal, Utrecht Centraal, s-Hertogenbosch, Tilburg, Eindhoven, Weert]"
train_6,"[Breda, Etten-Leur, Roosendaal, Vlissingen, Roosendaal]"
train_7,"[Oss, s-Hertogenbosch, Utrecht Centraal, Amsterdam Centraal, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Oss]"
train_8,"[Assen, Groningen, Leeuwarden, Groningen, Assen, Zwolle]"
train_9,"[Almelo, Zwolle, Amersfoort, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Dieren, Zutphen, Dieren, Zutphen, Dieren, Zutphen]"
train_10,"[Roosendaal, Dordrecht, Roosendaal, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag Centraal, Gouda]"
train_11,"[Alphen a/d Rijn, Leiden Centraal, Alphen a/d Rijn, Gouda, Den Haag Centraal, Gouda, Alphen a/d Rijn, Utrecht Centraal, Amsterdam Centraal, Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk]"
train_12,"[Alkmaar, Den Helder, Alkmaar, Castricum, Beverwijk, Zaandam, Beverwijk, Zaandam, Amsterdam Sloterdijk]"
train_13,"[Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Dordrecht, Roosendaal, Etten-Leur, Breda]"
train_14,"[Den Haag HS, Delft, Den Haag Laan v NOI, Leiden Centraal, Den Haag Centraal, Gouda, Alphen a/d Rijn, Gouda, Den Haag Centraal, Gouda, Den Haag Laan v NOI, Leiden Centraal]"
train_15,"[Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Dordrecht, Roosendaal, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum]"
train_16,"[Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Hilversum, Almere Centrum, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Amstel, Almere Centrum, Hilversum]"
train_17,"[Beverwijk, Zaandam, Hoorn, Zaandam, Hoorn, Zaandam, Beverwijk, Castricum, Alkmaar]"
train_18,"[Amsterdam Centraal, Utrecht Centraal, s-Hertogenbosch, Utrecht Centraal, Amsterdam Centraal, Utrecht Centraal, s-Hertogenbosch]"
train_19,"[Breda, Tilburg, s-Hertogenbosch, Tilburg, Eindhoven, Weert, Eindhoven, Tilburg, s-Hertogenbosch, Utrecht Centraal]"
train_20,"[Etten-Leur, Breda, Etten-Leur, Roosendaal, Dordrecht, Breda, Etten-Leur, Breda, Dordrecht, Roosendaal]"
score,1934.651685393258
