train,stations
train_1,"[Helmond, Eindhoven, s-Hertogenbosch, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Dieren, Zutphen, Dieren, Zutphen, Apeldoorn, Zutphen, Dieren]"
train_2,"[Venlo, Helmond, Venlo, Helmond, Venlo, Helmond]"
train_3,"[Almere Centrum, Amsterdam Amstel, Utrecht Centraal, Amersfoort, Utrecht Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Hilversum, Almere Centrum]"
train_4,"[Utrecht Centraal, s-Hertogenbosch, Tilburg, Eindhoven, Helmond, Venlo, Helmond, Venlo]"
train_5,"[Den Haag Laan v NOI, Gouda, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Roosendaal, Dordrecht, Breda, Dordrecht]"
train_6,"[s-Hertogenbosch, Tilburg, Breda, Etten-Leur, Roosendaal, Dordrecht, Roosendaal, Dordrecht, Breda, Tilburg, Eindhoven]"
train_7,"[Heerenveen, Steenwijk, Zwolle, Assen, Groningen, Assen, Zwolle]"
train_8,"[Sittard, Heerlen, Sittard, Roermond, Weert, Eindhoven, Weert, Roermond, Weert, Eindhoven, Helmond, Eindhoven, s-Hertogenbosch]"
train_9,"[Zwolle, Steenwijk, Heerenveen, Steenwijk, Heerenveen, Leeuwarden, Groningen, Assen, Zwolle]"
train_10,"[Schiphol Airport, Utrecht Centraal, s-Hertogenbosch, Eindhoven, Tilburg, Breda, Tilburg, s-Hertogenbosch, Eindhoven, Weert]"
train_11,"[Roermond, Sittard, Roermond, Weert, Eindhoven, Tilburg, Breda, Dordrecht, Breda, Tilburg, Eindhoven]"
train_12,"[Steenwijk, Zwolle, Almelo, Hengelo, Almelo, Zwolle, Almelo]"
train_13,"[Ede-Wageningen, Arnhem Centraal, Dieren, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Arnhem Centraal, Nijmegen, Arnhem Centraal]"
train_14,"[Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Eindhoven, s-Hertogenbosch, Utrecht Centraal, Alphen a/d Rijn, Utrecht Centraal]"
train_15,"[Ede-Wageningen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Ede-Wageningen, Utrecht Centraal, Hilversum, Almere Centrum, Lelystad Centrum, Almere Centrum]"
train_16,"[Maastricht, Sittard, Heerlen, Sittard, Roermond, Sittard, Heerlen, Sittard, Roermond, Sittard, Roermond, Sittard]"
train_17,"[Leeuwarden, Heerenveen, Leeuwarden, Groningen, Leeuwarden, Heerenveen, Steenwijk, Zwolle]"
train_18,"[Roermond, Weert, Roermond, Weert, Eindhoven, Weert, Roermond, Weert, Eindhoven, Tilburg, s-Hertogenbosch, Oss]"
train_19,"[Roermond, Sittard, Heerlen, Sittard, Maastricht, Sittard, Maastricht, Sittard, Heerlen, Sittard, Maastricht, Sittard]"
train_20,"[Heerenveen, Leeuwarden, Heerenveen, Leeuwarden, Heerenveen, Steenwijk, Zwolle, Assen, Groningen, Assen]"
score,-35.74157303370794
