train,stations
train_1,"[Tilburg, s-Hertogenbosch, Eindhoven, Tilburg, Eindhoven, s-Hertogenbosch, Eindhoven, Tilburg, Eindhoven, Tilburg]"
train_2,"[Rotterdam Centraal, Rotterdam Alexander, Gouda, Rotterdam Alexander, Gouda, Utrecht Centraal, Ede-Wageningen, Utrecht Centraal, Hilversum, Amsterdam Amstel, Utrecht Centraal]"
train_3,"[Steenwijk, Zwolle, Almelo, Hengelo, Almelo, Zwolle, Deventer, Zwolle]"
train_4,"[Maastricht, Sittard, Maastricht, Sittard, Heerlen, Sittard, Heerlen, Sittard, Maastricht, Sittard, Roermond, Weert, Roermond]"
train_5,"[Groningen, Assen, Zwolle, Almelo, Deventer, Almelo, Hengelo, Almelo]"
train_6,"[Amsterdam Centraal, Utrecht Centraal, Amsterdam Amstel, Utrecht Centraal, s-Hertogenbosch, Oss, s-Hertogenbosch, Utrecht Centraal, Ede-Wageningen]"
train_7,"[s-Hertogenbosch, Eindhoven, Helmond, Eindhoven, Helmond, Eindhoven, Helmond, Eindhoven, Tilburg, Eindhoven, Weert, Roermond, Sittard, Heerlen]"
train_8,"[Amersfoort, Zwolle, Deventer, Zwolle, Steenwijk, Heerenveen, Steenwijk, Zwolle]"
train_9,"[Tilburg, Eindhoven, Weert, Roermond, Weert, Roermond, Sittard, Maastricht, Sittard, Roermond, Weert, Roermond]"
train_10,"[Maastricht, Sittard, Roermond, Sittard, Maastricht, Sittard, Heerlen, Sittard, Roermond, Weert, Roermond, Weert, Roermond]"
train_11,"[Vlissingen, Roosendaal, Vlissingen]"
train_12,"[Amsterdam Centraal, Almere Centrum, Hilversum, Almere Centrum, Amsterdam Centraal, Amsterdam Amstel, Utrecht Centraal, Hilversum, Utrecht Centraal, Amsterdam Centraal]"
train_13,"[Almelo, Deventer, Zwolle, Deventer, Zwolle, Deventer, Zutphen, Apeldoorn, Zutphen]"
train_14,"[Alkmaar, Den Helder, Alkmaar, Den Helder, Alkmaar, Hoorn]"
train_15,"[Zaandam, Hoorn, Alkmaar, Den Helder, Alkmaar, Den Helder]"
train_16,"[Zaandam, Hoorn, Zaandam, Beverwijk, Castricum, Beverwijk, Castricum, Beverwijk, Haarlem, Amsterdam Sloterdijk, Haarlem]"
train_17,"[Groningen, Leeuwarden, Heerenveen, Leeuwarden, Groningen, Assen, Groningen, Assen, Groningen]"
train_18,"[Tilburg, Eindhoven, Weert, Roermond, Sittard, Heerlen, Sittard, Roermond, Weert, Eindhoven, s-Hertogenbosch, Tilburg]"
train_19,"[Venlo, Helmond, Venlo, Helmond, Venlo, Helmond]"
train_20,"[Helmond, Venlo, Helmond, Venlo, Helmond, Eindhoven, Tilburg, s-Hertogenbosch]"
score,-418.17977528089887
